Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Hour
367375,disney internet technical support,26-06-2015,26-Jun-15,1900-01-01 04:54:18,Internet,Bellingham,Washington,98225,Solved,No,4.0
235996,disney blocking hbogo on ps4,14-04-2015,14-Apr-15,1900-01-01 21:08:59,Customer Care Call,Belmont,California,94002,Closed,No,21.0
231265,residentail broadband data caps,04-12-2015,4-Dec-15,1900-01-01 15:10:25,Internet,Belmont,Michigan,49306,Closed,No,15.0
363097,disney,24-06-2015,24-Jun-15,1900-01-01 18:24:00,Internet,Belton,Missouri,64012,Open,No,18.0
304557,monthly charges increased without any notice,23-05-2015,23-May-15,1900-01-01 10:19:35,Internet,Beltsville,Maryland,20705,Solved,No,10.0
260284,disney internet for low income families,27-04-2015,27-Apr-15,1900-01-01 20:57:16,Customer Care Call,Belvidere,Illinois,61008,Closed,No,20.0
260286,disney internet for low income families,27-04-2015,27-Apr-15,1900-01-01 20:57:43,Internet,Belvidere,Illinois,61008,Closed,No,20.0
272802,disney service and customer service representative,05-04-2015,5-Apr-15,1900-01-01 20:59:22,Internet,Bensalem,Pennsylvania,19020,Closed,No,20.0
293050,poor internet connection/dropped connection since installation of new modem,16-05-2015,16-May-15,1900-01-01 08:32:31,Internet,Bensalem,Pennsylvania,19020,Solved,No,8.0
351961,disney billing,19-06-2015,19-Jun-15,1900-01-01 13:46:28,Internet,Bensalem,Pennsylvania,19020,Solved,Yes,13.0
360739,bank fee refund reques,24-06-2015,24-Jun-15,1900-01-01 01:48:55,Internet,Berkeley,California,94704,Closed,No,1.0
360830,disney unfair charge,24-06-2015,24-Jun-15,1900-01-01 04:24:26,Internet,Berkeley,California,94705,Pending,No,4.0
370385,wrongful billing,27-06-2015,27-Jun-15,1900-01-01 18:44:08,Customer Care Call,Berkeley,California,94704,Solved,No,18.0
232450,billing problem,13-04-2015,13-Apr-15,1900-01-01 14:26:56,Customer Care Call,Berkeley Lake,Georgia,30096,Closed,No,14.0
373879,service refusal and lower than advertised speeds.,30-06-2015,30-Jun-15,1900-01-01 00:40:28,Internet,Berkeley Spring,West Virginia,25411,Open,No,0.0
347973,disney - major complaint 1st time customer - aggravated health issues,18-06-2015,18-Jun-15,1900-01-01 09:37:51,Customer Care Call,Berwyn,Pennsylvania,19312,Closed,No,9.0
353984,connecting the service,20-06-2015,20-Jun-15,1900-01-01 15:28:21,Customer Care Call,Bethesda,Maryland,20817,Solved,No,15.0
348310,over charge by lying,18-06-2015,18-Jun-15,1900-01-01 11:08:53,Internet,Blacksburg,Virginia,24060,Solved,No,11.0
300985,disney keeps changing bill and every time gives new reasons!!,21-05-2015,21-May-15,1900-01-01 11:29:53,Internet,Blackwood,New Jersey,8012,Solved,No,11.0
336029,ad in craigslist was a scam for selling product not owned,06-11-2015,6-Nov-15,1900-01-01 21:31:55,Internet,Blackwood,New Jersey,8012,Closed,No,21.0
353614,disney internet,20-06-2015,20-Jun-15,1900-01-01 10:58:15,Customer Care Call,Blaine,Washington,98230,Solved,No,10.0
350810,disney billing after discontinuation of service,18-06-2015,18-Jun-15,1900-01-01 22:52:12,Customer Care Call,Blairstown,New Jersey,7825,Solved,No,22.0
347021,complaint against disney,17-06-2015,17-Jun-15,1900-01-01 18:54:21,Customer Care Call,Bloomfield,Michigan,48302,Open,No,18.0
347789,disney data cap,18-06-2015,18-Jun-15,1900-01-01 03:22:37,Internet,Bloomingdale,Georgia,31302,Open,No,3.0
358822,disney issues,23-06-2015,23-Jun-15,1900-01-01 15:05:04,Internet,Bloomingdale,Georgia,31302,Pending,No,15.0
249465,disney charging a fee without disclosing,22-04-2015,22-Apr-15,1900-01-01 08:44:27,Internet,Bloomington,Illinois,61701,Closed,No,8.0
360372,increased bill,23-06-2015,23-Jun-15,1900-01-01 22:36:29,Internet,Bloomington,Illinois,61704,Solved,No,22.0
367310,suspected throttling,26-06-2015,26-Jun-15,1900-01-01 01:00:33,Internet,Bloomington,Illinois,61704,Open,Yes,1.0
251442,constant disruption of internet service,22-04-2015,22-Apr-15,1900-01-01 21:41:10,Customer Care Call,Bloomington,Indiana,47401,Closed,No,21.0
363940,disney unfair billing practices,25-06-2015,25-Jun-15,1900-01-01 09:05:14,Customer Care Call,Bloomington,Indiana,47408,Solved,No,9.0
367449,incorrect billing and service from disney,26-06-2015,26-Jun-15,1900-01-01 08:45:22,Internet,Bloomington,Indiana,47401,Solved,No,8.0
312775,disney reduced my internet speed,28-05-2015,28-May-15,1900-01-01 23:01:44,Customer Care Call,Bloomington,Minnesota,55420,Solved,No,23.0
360666,keep getting charged rental fees for modem i already own,24-06-2015,24-Jun-15,1900-01-01 00:49:46,Customer Care Call,Bloomington,Minnesota,55431,Solved,No,0.0
327468,dealing with disney/xfinity,06-07-2015,6-Jul-15,1900-01-01 15:07:09,Internet,Bloominton,Illinois,61701,Closed,No,15.0
239613,over billing,16-04-2015,16-Apr-15,1900-01-01 15:03:03,Customer Care Call,Boca Raton,Florida,33496,Closed,No,15.0
253813,billing,23-04-2015,23-Apr-15,1900-01-01 17:48:47,Customer Care Call,Boca Raton,Florida,33486,Closed,Yes,17.0
259141,awful service!,27-04-2015,27-Apr-15,1900-01-01 14:13:15,Internet,Boca Raton,Florida,33487,Closed,No,14.0
275079,disney bad practices,05-05-2015,5-May-15,1900-01-01 20:41:17,Internet,Boca Raton,Florida,33487,Closed,No,20.0
292598,billing for equipment that was not provided to me,15-05-2015,15-May-15,1900-01-01 17:48:59,Customer Care Call,Boca Raton,Florida,33496,Open,No,17.0
294846,disney speed issues,18-05-2015,18-May-15,1900-01-01 12:52:13,Customer Care Call,Boca Raton,Florida,33434,Open,No,12.0
319332,technical support,06-02-2015,6-Feb-15,1900-01-01 16:28:50,Customer Care Call,Boca Raton,Florida,33432,Solved,No,16.0
353911,failure to supply the proper internet service,20-06-2015,20-Jun-15,1900-01-01 14:41:33,Customer Care Call,Boca Raton,Florida,33432,Solved,No,14.0
370148,disney disconnected my account without reason or notice,27-06-2015,27-Jun-15,1900-01-01 15:36:57,Customer Care Call,Boca Raton,Florida,33486,Open,No,15.0
376154,bad service/drop calls/no support,30-06-2015,30-Jun-15,1900-01-01 21:06:31,Internet,Boca Raton,Florida,33498,Open,No,21.0
375862,modem rental fees,30-06-2015,30-Jun-15,1900-01-01 18:42:19,Internet,Boca Raton,Florida,33496,Open,No,18.0
234849,disney - issues galore,14-04-2015,14-Apr-15,1900-01-01 14:07:23,Internet,Bolton,Massachusetts,1740,Closed,No,14.0
344483,monopolistic behavior,16-06-2015,16-Jun-15,1900-01-01 20:36:12,Customer Care Call,Bolton,Massachusetts,1740,Solved,No,20.0
315491,bait and switch pricing,30-05-2015,30-May-15,1900-01-01 22:38:41,Customer Care Call,Bordentown,New Jersey,8505,Open,No,22.0
240843,hbo go disney,17-04-2015,17-Apr-15,1900-01-01 09:30:48,Customer Care Call,Boston,Massachusetts,2215,Closed,No,9.0
256620,disney slow internet,25-04-2015,25-Apr-15,1900-01-01 01:47:46,Customer Care Call,Boston,Massachusetts,2125,Solved,No,1.0
331321,slow internet speeds,06-09-2015,6-Sep-15,1900-01-01 18:14:18,Customer Care Call,Boston,Massachusetts,2116,Solved,No,18.0
359031,disney billing pratice,23-06-2015,23-Jun-15,1900-01-01 15:41:20,Customer Care Call,Boston,Massachusetts,2136,Solved,Yes,15.0
360419,disney overbilled me and added numerous hidden charges,23-06-2015,23-Jun-15,1900-01-01 22:58:16,Internet,Boston,Massachusetts,2114,Solved,No,22.0
362450,unfair billing practices of disney,24-06-2015,24-Jun-15,1900-01-01 15:40:31,Customer Care Call,Boston,Massachusetts,2115,Solved,No,15.0
215573,hbo go blocked on amazon fire tv,04-02-2015,4-Feb-15,1900-01-01 22:25:22,Internet,Bothell,Washington,98012,Closed,No,22.0
317979,disney outage/poor service 6/1,06-01-2015,6-Jan-15,1900-01-01 22:07:53,Customer Care Call,Bothell,Washington,98021,Closed,No,22.0
231412,disney agreement,04-12-2015,4-Dec-15,1900-01-01 19:29:06,Customer Care Call,Boulder,Colorado,80303,Closed,No,19.0
292412,false contract repersentation,15-05-2015,15-May-15,1900-01-01 16:34:23,Customer Care Call,Boulder,Colorado,80304,Solved,Yes,16.0
370638,disney throttling download speed.,27-06-2015,27-Jun-15,1900-01-01 23:03:12,Customer Care Call,Boulder,Colorado,80305,Pending,No,23.0
215789,broadband interuption,04-03-2015,4-Mar-15,1900-01-01 09:11:15,Internet,Bourbonnais,Illinois,60914,Closed,No,9.0
260358,low internet speed,27-04-2015,27-Apr-15,1900-01-01 21:34:24,Internet,Bourbonnais,Illinois,60914,Closed,No,21.0
212818,incorrect billing,04-01-2015,4-Jan-15,1900-01-01 17:39:39,Customer Care Call,Boynton Beach,Florida,33426,Closed,No,17.0
338907,disney - diversified consultants,13-06-2015,13-Jun-15,1900-01-01 11:48:10,Internet,Bozeman,Montana,59715,Closed,No,11.0
371186,disney billing for last @18 mos for services they are unable or unwilling to provide,28-06-2015,28-Jun-15,1900-01-01 17:50:11,Internet,Braintree,Massachusetts,2184,Open,No,17.0
228369,disney blocks hbo go on ps4,04-10-2015,4-Oct-15,1900-01-01 11:17:48,Customer Care Call,Brandon,Mississippi,39047,Closed,No,11.0
329488,disney data usage charges,06-08-2015,6-Aug-15,1900-01-01 20:17:09,Customer Care Call,Brandon,Mississippi,39047,Solved,No,20.0
358865,disney bandwidth billing issue,23-06-2015,23-Jun-15,1900-01-01 15:12:16,Customer Care Call,Brandon,Mississippi,39047,Solved,No,15.0
362663,disney internet speeds,24-06-2015,24-Jun-15,1900-01-01 16:21:50,Internet,Branford,Connecticut,6405,Solved,No,16.0
235817,disney slow internet service,14-04-2015,14-Apr-15,1900-01-01 19:41:02,Internet,Braselton,Georgia,30517,Closed,No,19.0
354359,disney slow internet,20-06-2015,20-Jun-15,1900-01-01 22:01:52,Customer Care Call,Brentwood,California,94513,Open,No,22.0
316562,disney internet freezes up,06-01-2015,6-Jan-15,1900-01-01 12:10:43,Internet,Brentwood,Tennessee,37027,Solved,No,12.0
283105,disney changed my account plan after i said no about 2-3 times,05-11-2015,5-Nov-15,1900-01-01 11:02:33,Internet,Brick,New Jersey,8724,Solved,No,11.0
358373,lack of service from disney,23-06-2015,23-Jun-15,1900-01-01 13:33:50,Customer Care Call,Brick,New Jersey,8724,Open,No,13.0
360353,disney,23-06-2015,23-Jun-15,1900-01-01 22:26:37,Customer Care Call,Brick,New Jersey,8724,Solved,No,22.0
360370,disney,23-06-2015,23-Jun-15,1900-01-01 22:35:42,Internet,Brick,New Jersey,8724,Solved,No,22.0
360980,credit for service outage 6/23/15,24-06-2015,24-Jun-15,1900-01-01 09:07:45,Internet,Brick,New Jersey,8723,Solved,No,9.0
300066,unauthorized billing,20-05-2015,20-May-15,1900-01-01 17:28:54,Customer Care Call,Brier,Washington,98036,Solved,No,17.0
257589,billing overcharges,26-04-2015,26-Apr-15,1900-01-01 09:46:58,Customer Care Call,Brigantine,New Jersey,8203,Closed,No,9.0
358720,internet/phone,23-06-2015,23-Jun-15,1900-01-01 14:41:50,Internet,Brighton,Colorado,80601,Solved,Yes,14.0
370683,disney throttling my internet,28-06-2015,28-Jun-15,1900-01-01 01:04:39,Customer Care Call,Brighton,Colorado,80602,Open,No,1.0
214442,double billing from disney,04-02-2015,4-Feb-15,1900-01-01 14:20:22,Customer Care Call,Brighton,Michigan,48114,Closed,No,14.0
255005,billing over charges,24-04-2015,24-Apr-15,1900-01-01 12:12:01,Internet,Brighton,Michigan,48116,Closed,No,12.0
358608,internet only,23-06-2015,23-Jun-15,1900-01-01 14:22:52,Customer Care Call,Bristol,Connecticut,6010,Solved,No,14.0
264505,continuing overcharges,29-04-2015,29-Apr-15,1900-01-01 15:21:25,Customer Care Call,Bristol,Pennsylvania,19007,Closed,No,15.0
308086,home security forgery/fraud,26-05-2015,26-May-15,1900-01-01 17:59:35,Internet,Broadlands,Virginia,20148,Closed,No,17.0
355113,2+ day degraded services,22-06-2015,22-Jun-15,1900-01-01 08:54:47,Internet,Broadway,Virginia,22815,Solved,No,8.0
363585,internet bill too high,24-06-2015,24-Jun-15,1900-01-01 22:11:44,Customer Care Call,Brockton,Massachusetts,2302,Solved,No,22.0
365533,over paying for my disney services,25-06-2015,25-Jun-15,1900-01-01 14:36:20,Internet,Brockton,Massachusetts,2302,Solved,Yes,14.0
294208,fees not disclosed before service was installed,17-05-2015,17-May-15,1900-01-01 20:36:02,Internet,Brookhaven,Georgia,30319,Solved,No,20.0
364429,disney service,25-06-2015,25-Jun-15,1900-01-01 12:01:16,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No,12.0
364278,poor customer service,25-06-2015,25-Jun-15,1900-01-01 11:27:09,Customer Care Call,Brookhaven,Pennsylvania,19015,Solved,No,11.0
257067,billed for service never received,25-04-2015,25-Apr-15,1900-01-01 15:28:33,Customer Care Call,Brookline,Massachusetts,2446,Closed,No,15.0
329486,disney,06-08-2015,6-Aug-15,1900-01-01 20:16:38,Customer Care Call,Brookline,Massachusetts,2446,Solved,No,20.0
255676,disrupted internet service,24-04-2015,24-Apr-15,1900-01-01 15:19:57,Internet,Broomfield,Colorado,80020,Closed,No,15.0
361430,disney billing / speed issues,24-06-2015,24-Jun-15,1900-01-01 11:30:14,Internet,Broomfield,Colorado,80020,Pending,No,11.0
362230,have to bundle services to get advertised proce.,24-06-2015,24-Jun-15,1900-01-01 14:45:05,Customer Care Call,Broomfield,Colorado,80021,Solved,No,14.0
367225,disney policies,25-06-2015,25-Jun-15,1900-01-01 22:33:19,Internet,Broomfield,Colorado,80021,Open,No,22.0
370637,internet throttling,27-06-2015,27-Jun-15,1900-01-01 22:51:38,Internet,Broomfield,Colorado,80021,Pending,No,22.0
370930,unfair billing practices,28-06-2015,28-Jun-15,1900-01-01 13:39:59,Internet,Broomfield,Colorado,80023,Solved,No,13.0
233950,cocmast billing issues,14-04-2015,14-Apr-15,1900-01-01 09:56:53,Internet,Brunswick,Georgia,31525,Closed,No,9.0
346447,disney service that didn't work,17-06-2015,17-Jun-15,1900-01-01 16:23:56,Customer Care Call,Brunswick,Georgia,31523,Solved,Yes,16.0
360896,data limit,24-06-2015,24-Jun-15,1900-01-01 07:51:36,Customer Care Call,Brunswick,Maine,4011,Closed,No,7.0
358891,pricing is not competive,23-06-2015,23-Jun-15,1900-01-01 15:15:55,Customer Care Call,Buford,Georgia,30519,Solved,No,15.0
358669,disney billing practices-unfair,23-06-2015,23-Jun-15,1900-01-01 14:30:03,Customer Care Call,Buford,Georgia,30519,Pending,No,14.0
337181,disney,06-12-2015,6-Dec-15,1900-01-01 14:22:35,Customer Care Call,Burien,Washington,98146,Solved,No,14.0
369878,slow internet,27-06-2015,27-Jun-15,1900-01-01 12:07:30,Customer Care Call,Burlington,Vermont,5401,Solved,No,12.0
275759,internet service,05-06-2015,5-Jun-15,1900-01-01 12:14:27,Customer Care Call,Burlington,West Virginia,26710,Closed,No,12.0
258369,xfinity false advertisement,27-04-2015,27-Apr-15,1900-01-01 10:38:01,Customer Care Call,Burnsville,Minnesota,55337,Closed,No,10.0
265612,disney hbo-go application and sony products,29-04-2015,29-Apr-15,1900-01-01 23:04:49,Internet,Burr Ridge,Illinois,60527,Closed,No,23.0
249466,never resolved problem with disney,22-04-2015,22-Apr-15,1900-01-01 08:45:14,Internet,Burr Ridge,Illinois,60527,Open,No,8.0
276254,slow speed with the entire connection,05-06-2015,5-Jun-15,1900-01-01 14:20:38,Internet,Buzzards Bay,Massachusetts,2532,Solved,No,14.0
360678,disney possibly throttling my internet,24-06-2015,24-Jun-15,1900-01-01 01:00:18,Internet,Camas,Washington,98682,Solved,No,1.0
232947,disney sucks,13-04-2015,13-Apr-15,1900-01-01 16:51:51,Internet,Cambridge,Maryland,21613,Closed,No,16.0
250591,internet/tv billing,22-04-2015,22-Apr-15,1900-01-01 15:42:39,Internet,Cambridge,Massachusetts,2138,Closed,No,15.0
301085,difficulty to cancel services before moving,21-05-2015,21-May-15,1900-01-01 12:10:49,Internet,Cambridge,Massachusetts,2141,Solved,No,12.0
340458,disney incompetence/lies/robbery,15-06-2015,15-Jun-15,1900-01-01 09:14:44,Customer Care Call,Cambridge,Massachusetts,2138,Open,No,9.0
363493,internet slowdown,24-06-2015,24-Jun-15,1900-01-01 21:27:50,Customer Care Call,Cambridge,Massachusetts,2138,Solved,No,21.0
365561,disney price,25-06-2015,25-Jun-15,1900-01-01 14:38:54,Customer Care Call,Cambridge,Massachusetts,2139,Solved,No,14.0
351820,disney fails to fulfill request for internet service,19-06-2015,19-Jun-15,1900-01-01 13:16:40,Internet,Camino,California,95709,Open,No,13.0
315997,hidden product installation fee,31-05-2015,31-May-15,1900-01-01 20:27:53,Customer Care Call,Camp Hill,Pennsylvania,17011,Solved,No,20.0
354888,2 months and disney has not fixed problem,21-06-2015,21-Jun-15,1900-01-01 20:57:27,Internet,Cane Ridge,Tennessee,37013,Solved,No,20.0
322409,fcc complaint against disney/xfinity on providing false information.,06-03-2015,6-Mar-15,1900-01-01 22:20:53,Customer Care Call,Canonsburg,Pennsylvania,15317,Solved,No,22.0
300123,disney internet,20-05-2015,20-May-15,1900-01-01 17:47:44,Customer Care Call,Canton,Georgia,30114,Open,No,17.0
300124,disney internet,20-05-2015,20-May-15,1900-01-01 17:47:50,Internet,Canton,Georgia,30114,Closed,No,17.0
306406,service issues,26-05-2015,26-May-15,1900-01-01 09:13:17,Customer Care Call,Canton,Georgia,30114,Solved,No,9.0
309491,disney xfinity 300g over charge,27-05-2015,27-May-15,1900-01-01 14:28:05,Customer Care Call,Canton,Georgia,30115,Solved,No,14.0
321367,internet availability,06-03-2015,6-Mar-15,1900-01-01 15:05:12,Customer Care Call,Canton,Georgia,30114,Solved,No,15.0
321463,disney usage caps,06-03-2015,6-Mar-15,1900-01-01 15:36:13,Customer Care Call,Canton,Georgia,30115,Solved,No,15.0
323066,disney data usage caps,06-04-2015,6-Apr-15,1900-01-01 12:04:25,Internet,Canton,Georgia,30115,Solved,No,12.0
360511,data caps and the extortion methods of disney,23-06-2015,23-Jun-15,1900-01-01 23:22:33,Customer Care Call,Canton,Georgia,30114,Solved,Yes,23.0
260759,no internet service,28-04-2015,28-Apr-15,1900-01-01 09:43:57,Internet,Canton,Michigan,48187,Closed,No,9.0
216625,no service,04-03-2015,4-Mar-15,1900-01-01 14:45:47,Internet,Canton,Michigan,48187,Closed,No,14.0
362490,billing discrepencies and service termination hurdles,24-06-2015,24-Jun-15,1900-01-01 15:50:02,Internet,Canton,Michigan,48188,Solved,No,15.0
358063,billing & data usage,23-06-2015,23-Jun-15,1900-01-01 12:22:28,Internet,Canton,Mississippi,39046,Solved,No,12.0
361104,internet speed,24-06-2015,24-Jun-15,1900-01-01 09:58:36,Customer Care Call,Carlisle,Pennsylvania,17013,Solved,No,9.0
240138,disney wont refund me for over charge,16-04-2015,16-Apr-15,1900-01-01 17:28:17,Customer Care Call,Carlsbad,California,92009,Closed,No,17.0
350243,disney internet debacle,18-06-2015,18-Jun-15,1900-01-01 18:05:30,Internet,Carlton,Oregon,97111,Solved,No,18.0
363169,price and performance manipulation by disney for isp,24-06-2015,24-Jun-15,1900-01-01 18:46:43,Customer Care Call,Carmel,California,93923,Open,No,18.0
236498,complaint against disney,15-04-2015,15-Apr-15,1900-01-01 10:26:22,Internet,Carmichael,California,95609,Closed,No,10.0
295722,disney internet speed,18-05-2015,18-May-15,1900-01-01 17:54:14,Customer Care Call,Carpentersville,Illinois,60110,Solved,Yes,17.0
339682,disney complaint,14-06-2015,14-Jun-15,1900-01-01 00:35:59,Customer Care Call,Carteret,New Jersey,7008,Solved,No,0.0
229565,data caps,04-10-2015,4-Oct-15,1900-01-01 17:12:37,Internet,Cartersville,Georgia,30121,Closed,Yes,17.0
255045,disney unwilling to resolve data usage issue,24-04-2015,24-Apr-15,1900-01-01 12:24:51,Customer Care Call,Cartersville,Georgia,30120,Closed,No,12.0
255050,disney unwilling to resolve data usage issue,24-04-2015,24-Apr-15,1900-01-01 12:26:29,Internet,Cartersville,Georgia,30120,Closed,No,12.0
